topic_title,category,sub_category,is_pm,post,like_count,reply_count,url,created_at
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,So there's @I_Not_JonnyGamer 😂,2,1,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4818,2018-02-03 08:24:05 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,"[quote=""crazygoat, post:4817, topic:35103, full:true""]
[quote=""JonnyGamer, post:4816, topic:35103, full:true""]
[quote=""crazygoat, post:4813, topic:35103, full:true""]
[quote=""JonnyGamer, post:4811, topic:35103, full:true""]
[quote=""crazygoat, post:4810, topic:35103, full:true""]
[quote=""JonnyGamer, post:4809, topic:35103, full:true""]
[quote=""crazygoat, post:4808, topic:35103, full:true""]
[quote=""JonnyGamer, post:4805, topic:35103, full:true""]
[quote=""crazygoat, post:4802, topic:35103, full:true""]
[quote=""JonnyGamer, post:4797, topic:35103, full:true""]
[quote=""crazygoat, post:4796, topic:35103, full:true""]
[quote=""JonnyGamer, post:4794, topic:35103, full:true""]
[quote=""crazygoat, post:4792, topic:35103, full:true""]
[quote=""JonnyGamer, post:4790, topic:35103, full:true""]
[quote=""crazygoat, post:4788, topic:35103, full:true""]
[quote=""JonnyGamer, post:4787, topic:35103, full:true""]
[quote=""crazygoat, post:4786, topic:35103, full:true""]
[quote=""JonnyGamer, post:4785, topic:35103, full:true""]
[quote=""crazygoat, post:4779, topic:35103, full:true""]
[quote=""JonnyGamer, post:4778, topic:35103, full:true""]
[quote=""crazygoat, post:4776, topic:35103, full:true""]
[quote=""JonnyGamer, post:4775, topic:35103, full:true""]
[quote=""crazygoat, post:4772, topic:35103, full:true""]
[quote=""JonnyGamer, post:4770, topic:35103, full:true""]
[quote=""crazygoat, post:4768, topic:35103, full:true""]
[quote=""JonnyGamer, post:4765, topic:35103, full:true""]
[quote=""BlastFusion, post:4763, topic:35103""]
3
[/quote]

2 <jsjsjsjsjjddjdjsjjsjsjsj>
[/quote]

1 <geuyfgwyuefuwegfyuwegyufgweyufgyuwegfywegfuy>
[/quote]

0 <jajsjdmdjsmamajsjsjsj>
[/quote]

-1 <ehuifhwuiheuifhwuiehfuiwehiufhiuwehifuhwe>
[/quote]

-2 <jajdjdjsjsjsjsjsjsjsjjwwjwuusjs hey therrererere>
[/quote]

-3 <heiuwhuhefihweufhiuwehfuhweufhwiuehfiu>
[/quote]

-4 <I wonder how far it will gooooo>
[/quote]

-5  <idk man you tell me>
[/quote]

-6 <hmmm I wonder if it will glitch after a while>
<why is it italicizes>
[/quote]

-7 <hmm it would be intresting also it doesnt only in editor>
[/quote]

-8 <yeah I just noticed hmm the editor can be super weird sometimes>
[/quote]

-9 <yeah i noticed that AGES ago>
[/quote]

-10 <same I thought it was a bug just for me or something hey look we are at double digits>
[/quote]

-11 <oh yeah we are cool also youre from two thousand and fifteen too cool i cant use numbers in this lol>
[/quote]

-12 <your from two thousand fifteen as well woooah awesome our one thousandth days on the Forum are coming real soon>
[/quote]

-13 <oof thats awesome lol i was ten when i joined thats such a long time ago lmao>
[/quote]

-14 <I was thirteen when I joined I am turning sixteen in a weekem yay the old days on the Forum were pretty chill>
[/quote]

-15 <oof im turning thirteen soon im so much younger than you also yeah the old forums were alot more fun tbh idk>
[/quote]

-16 <hehe woah thats pretty awesome sausages being a teenager is super fun and yeah the olden days of the Forum were pretty slick I really dont like Xse and the bullies>
[/quote]

-17 <i never had to meet any bullies so thats cool anyway remember those partys we used to have they were so much fun>
[/quote]

-18 <remember the first Super Bowl forum party we had to ask Liza if it was ok and it was pretty awesome haha the good ol days>
[/quote]

-19 <yeah the forums were my childhood for like a yeah it was amazing>
[/quote]

-20 <idk what id do if there wasnt a forum idk I would probably be real bored there is so many cool things on the forum> <I feel like the posto is gonna glitch out after a while>
[/quote]

-21 <ikr i feel the same> <also yeah at some point this is gonna maybe glitch out>
[/quote]

-22 <I made a folder to check what would happen and basically the quotes go offscreen nothing else oh well>
[/quote]

-23 <yeah i saw kinda wished something more interesting would happen>
[/quote]

-24 <hehe right hehe ive been breaking the Forum a lot recently im just testing around for bugs>",2,17,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4819,2018-02-03 08:24:57 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,"Was @Im_Not_JonnyGamer
20 characters?",1,0,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4820,2018-02-03 08:26:17 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,"[quote=""crazygoat, post:4821, topic:35103, full:true""]
[quote=""JonnyGamer, post:4819, topic:35103, full:true""]
[quote=""crazygoat, post:4817, topic:35103, full:true""]
[quote=""JonnyGamer, post:4816, topic:35103, full:true""]
[quote=""crazygoat, post:4813, topic:35103, full:true""]
[quote=""JonnyGamer, post:4811, topic:35103, full:true""]
[quote=""crazygoat, post:4810, topic:35103, full:true""]
[quote=""JonnyGamer, post:4809, topic:35103, full:true""]
[quote=""crazygoat, post:4808, topic:35103, full:true""]
[quote=""JonnyGamer, post:4805, topic:35103, full:true""]
[quote=""crazygoat, post:4802, topic:35103, full:true""]
[quote=""JonnyGamer, post:4797, topic:35103, full:true""]
[quote=""crazygoat, post:4796, topic:35103, full:true""]
[quote=""JonnyGamer, post:4794, topic:35103, full:true""]
[quote=""crazygoat, post:4792, topic:35103, full:true""]
[quote=""JonnyGamer, post:4790, topic:35103, full:true""]
[quote=""crazygoat, post:4788, topic:35103, full:true""]
[quote=""JonnyGamer, post:4787, topic:35103, full:true""]
[quote=""crazygoat, post:4786, topic:35103, full:true""]
[quote=""JonnyGamer, post:4785, topic:35103, full:true""]
[quote=""crazygoat, post:4779, topic:35103, full:true""]
[quote=""JonnyGamer, post:4778, topic:35103, full:true""]
[quote=""crazygoat, post:4776, topic:35103, full:true""]
[quote=""JonnyGamer, post:4775, topic:35103, full:true""]
[quote=""crazygoat, post:4772, topic:35103, full:true""]
[quote=""JonnyGamer, post:4770, topic:35103, full:true""]
[quote=""crazygoat, post:4768, topic:35103, full:true""]
[quote=""JonnyGamer, post:4765, topic:35103, full:true""]
[quote=""BlastFusion, post:4763, topic:35103""]
3
[/quote]

2 <jsjsjsjsjjddjdjsjjsjsjsj>
[/quote]

1 <geuyfgwyuefuwegfyuwegyufgweyufgyuwegfywegfuy>
[/quote]

0 <jajsjdmdjsmamajsjsjsj>
[/quote]

-1 <ehuifhwuiheuifhwuiehfuiwehiufhiuwehifuhwe>
[/quote]

-2 <jajdjdjsjsjsjsjsjsjsjjwwjwuusjs hey therrererere>
[/quote]

-3 <heiuwhuhefihweufhiuwehfuhweufhwiuehfiu>
[/quote]

-4 <I wonder how far it will gooooo>
[/quote]

-5  <idk man you tell me>
[/quote]

-6 <hmmm I wonder if it will glitch after a while>
<why is it italicizes>
[/quote]

-7 <hmm it would be intresting also it doesnt only in editor>
[/quote]

-8 <yeah I just noticed hmm the editor can be super weird sometimes>
[/quote]

-9 <yeah i noticed that AGES ago>
[/quote]

-10 <same I thought it was a bug just for me or something hey look we are at double digits>
[/quote]

-11 <oh yeah we are cool also youre from two thousand and fifteen too cool i cant use numbers in this lol>
[/quote]

-12 <your from two thousand fifteen as well woooah awesome our one thousandth days on the Forum are coming real soon>
[/quote]

-13 <oof thats awesome lol i was ten when i joined thats such a long time ago lmao>
[/quote]

-14 <I was thirteen when I joined I am turning sixteen in a weekem yay the old days on the Forum were pretty chill>
[/quote]

-15 <oof im turning thirteen soon im so much younger than you also yeah the old forums were alot more fun tbh idk>
[/quote]

-16 <hehe woah thats pretty awesome sausages being a teenager is super fun and yeah the olden days of the Forum were pretty slick I really dont like Xse and the bullies>
[/quote]

-17 <i never had to meet any bullies so thats cool anyway remember those partys we used to have they were so much fun>
[/quote]

-18 <remember the first Super Bowl forum party we had to ask Liza if it was ok and it was pretty awesome haha the good ol days>
[/quote]

-19 <yeah the forums were my childhood for like a yeah it was amazing>
[/quote]

-20 <idk what id do if there wasnt a forum idk I would probably be real bored there is so many cool things on the forum> <I feel like the posto is gonna glitch out after a while>
[/quote]

-21 <ikr i feel the same> <also yeah at some point this is gonna maybe glitch out>
[/quote]

-22 <I made a folder to check what would happen and basically the quotes go offscreen nothing else oh well>
[/quote]

-23 <yeah i saw kinda wished something more interesting would happen>
[/quote]

-24 <hehe right hehe ive been breaking the Forum a lot recently im just testing around for bugs>
[/quote]

-25 <yeah guess it would be good to find and report them on the discorse meta forums also discorse and discord are so similar i sometimes get them confused>
[/quote]

-26 <whats discord idk yeah Ive been reporting a lot of glitches to discourse> <did you see the Forum nuking and when I destroyed the layout of the latest section>",1,15,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4822,2018-02-03 08:28:58 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,I created @I_am_not_JonnyGamer 😂,2,1,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4824,2018-02-03 08:29:16 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,Haha 😂 I saw you trying to post with that acc,1,1,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4827,2018-02-03 08:30:36 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,"[quote=""crazygoat, post:4826, topic:35103, full:true""]
[quote=""JonnyGamer, post:4822, topic:35103, full:true""]
[quote=""crazygoat, post:4821, topic:35103, full:true""]
[quote=""JonnyGamer, post:4819, topic:35103, full:true""]
[quote=""crazygoat, post:4817, topic:35103, full:true""]
[quote=""JonnyGamer, post:4816, topic:35103, full:true""]
[quote=""crazygoat, post:4813, topic:35103, full:true""]
[quote=""JonnyGamer, post:4811, topic:35103, full:true""]
[quote=""crazygoat, post:4810, topic:35103, full:true""]
[quote=""JonnyGamer, post:4809, topic:35103, full:true""]
[quote=""crazygoat, post:4808, topic:35103, full:true""]
[quote=""JonnyGamer, post:4805, topic:35103, full:true""]
[quote=""crazygoat, post:4802, topic:35103, full:true""]
[quote=""JonnyGamer, post:4797, topic:35103, full:true""]
[quote=""crazygoat, post:4796, topic:35103, full:true""]
[quote=""JonnyGamer, post:4794, topic:35103, full:true""]
[quote=""crazygoat, post:4792, topic:35103, full:true""]
[quote=""JonnyGamer, post:4790, topic:35103, full:true""]
[quote=""crazygoat, post:4788, topic:35103, full:true""]
[quote=""JonnyGamer, post:4787, topic:35103, full:true""]
[quote=""crazygoat, post:4786, topic:35103, full:true""]
[quote=""JonnyGamer, post:4785, topic:35103, full:true""]
[quote=""crazygoat, post:4779, topic:35103, full:true""]
[quote=""JonnyGamer, post:4778, topic:35103, full:true""]
[quote=""crazygoat, post:4776, topic:35103, full:true""]
[quote=""JonnyGamer, post:4775, topic:35103, full:true""]
[quote=""crazygoat, post:4772, topic:35103, full:true""]
[quote=""JonnyGamer, post:4770, topic:35103, full:true""]
[quote=""crazygoat, post:4768, topic:35103, full:true""]
[quote=""JonnyGamer, post:4765, topic:35103, full:true""]
[quote=""BlastFusion, post:4763, topic:35103""]
3
[/quote]

2 <jsjsjsjsjjddjdjsjjsjsjsj>
[/quote]

1 <geuyfgwyuefuwegfyuwegyufgweyufgyuwegfywegfuy>
[/quote]

0 <jajsjdmdjsmamajsjsjsj>
[/quote]

-1 <ehuifhwuiheuifhwuiehfuiwehiufhiuwehifuhwe>
[/quote]

-2 <jajdjdjsjsjsjsjsjsjsjjwwjwuusjs hey therrererere>
[/quote]

-3 <heiuwhuhefihweufhiuwehfuhweufhwiuehfiu>
[/quote]

-4 <I wonder how far it will gooooo>
[/quote]

-5  <idk man you tell me>
[/quote]

-6 <hmmm I wonder if it will glitch after a while>
<why is it italicizes>
[/quote]

-7 <hmm it would be intresting also it doesnt only in editor>
[/quote]

-8 <yeah I just noticed hmm the editor can be super weird sometimes>
[/quote]

-9 <yeah i noticed that AGES ago>
[/quote]

-10 <same I thought it was a bug just for me or something hey look we are at double digits>
[/quote]

-11 <oh yeah we are cool also youre from two thousand and fifteen too cool i cant use numbers in this lol>
[/quote]

-12 <your from two thousand fifteen as well woooah awesome our one thousandth days on the Forum are coming real soon>
[/quote]

-13 <oof thats awesome lol i was ten when i joined thats such a long time ago lmao>
[/quote]

-14 <I was thirteen when I joined I am turning sixteen in a weekem yay the old days on the Forum were pretty chill>
[/quote]

-15 <oof im turning thirteen soon im so much younger than you also yeah the old forums were alot more fun tbh idk>
[/quote]

-16 <hehe woah thats pretty awesome sausages being a teenager is super fun and yeah the olden days of the Forum were pretty slick I really dont like Xse and the bullies>
[/quote]

-17 <i never had to meet any bullies so thats cool anyway remember those partys we used to have they were so much fun>
[/quote]

-18 <remember the first Super Bowl forum party we had to ask Liza if it was ok and it was pretty awesome haha the good ol days>
[/quote]

-19 <yeah the forums were my childhood for like a yeah it was amazing>
[/quote]

-20 <idk what id do if there wasnt a forum idk I would probably be real bored there is so many cool things on the forum> <I feel like the posto is gonna glitch out after a while>
[/quote]

-21 <ikr i feel the same> <also yeah at some point this is gonna maybe glitch out>
[/quote]

-22 <I made a folder to check what would happen and basically the quotes go offscreen nothing else oh well>
[/quote]

-23 <yeah i saw kinda wished something more interesting would happen>
[/quote]

-24 <hehe right hehe ive been breaking the Forum a lot recently im just testing around for bugs>
[/quote]

-25 <yeah guess it would be good to find and report them on the discorse meta forums also discorse and discord are so similar i sometimes get them confused>
[/quote]

-26 <whats discord idk yeah Ive been reporting a lot of glitches to discourse> <did you see the Forum nuking and when I destroyed the layout of the latest section>
[/quote]

-27 <what you did how> <discord is like skype but wayyyy better and centered around gaming im on it ALOT>
[/quote]

-28 <ah ok> <ill send over a link I made a topic> <I reported them to discourse however and they fixed them oh well> <but I did invent a cool text overlapping glitchy and niemyou can make glitchmoticons>",1,14,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4829,2018-02-03 08:32:12 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,You gotta wait until THT approves of it,2,1,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4830,2018-02-03 08:32:30 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,3 more pooooostooooos,2,0,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4831,2018-02-03 08:32:43 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,2 mooore pooostoooos,1,0,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4832,2018-02-03 08:32:49 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,250 more poooostooooos until the next 1k,2,0,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4835,2018-02-03 08:33:04 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,"Oop you got it 😂

We almost halfway there!",2,1,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4836,2018-02-03 08:33:21 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,They approved of my @Lisa account real quick for whatever reason,2,1,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4838,2018-02-03 08:33:47 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,"[quote=""crazygoat, post:4837, topic:35103, full:true""]
[quote=""JonnyGamer, post:4829, topic:35103, full:true""]
[quote=""crazygoat, post:4826, topic:35103, full:true""]
[quote=""JonnyGamer, post:4822, topic:35103, full:true""]
[quote=""crazygoat, post:4821, topic:35103, full:true""]
[quote=""JonnyGamer, post:4819, topic:35103, full:true""]
[quote=""crazygoat, post:4817, topic:35103, full:true""]
[quote=""JonnyGamer, post:4816, topic:35103, full:true""]
[quote=""crazygoat, post:4813, topic:35103, full:true""]
[quote=""JonnyGamer, post:4811, topic:35103, full:true""]
[quote=""crazygoat, post:4810, topic:35103, full:true""]
[quote=""JonnyGamer, post:4809, topic:35103, full:true""]
[quote=""crazygoat, post:4808, topic:35103, full:true""]
[quote=""JonnyGamer, post:4805, topic:35103, full:true""]
[quote=""crazygoat, post:4802, topic:35103, full:true""]
[quote=""JonnyGamer, post:4797, topic:35103, full:true""]
[quote=""crazygoat, post:4796, topic:35103, full:true""]
[quote=""JonnyGamer, post:4794, topic:35103, full:true""]
[quote=""crazygoat, post:4792, topic:35103, full:true""]
[quote=""JonnyGamer, post:4790, topic:35103, full:true""]
[quote=""crazygoat, post:4788, topic:35103, full:true""]
[quote=""JonnyGamer, post:4787, topic:35103, full:true""]
[quote=""crazygoat, post:4786, topic:35103, full:true""]
[quote=""JonnyGamer, post:4785, topic:35103, full:true""]
[quote=""crazygoat, post:4779, topic:35103, full:true""]
[quote=""JonnyGamer, post:4778, topic:35103, full:true""]
[quote=""crazygoat, post:4776, topic:35103, full:true""]
[quote=""JonnyGamer, post:4775, topic:35103, full:true""]
[quote=""crazygoat, post:4772, topic:35103, full:true""]
[quote=""JonnyGamer, post:4770, topic:35103, full:true""]
[quote=""crazygoat, post:4768, topic:35103, full:true""]
[quote=""JonnyGamer, post:4765, topic:35103, full:true""]
[quote=""BlastFusion, post:4763, topic:35103""]
3
[/quote]

2 <jsjsjsjsjjddjdjsjjsjsjsj>
[/quote]

1 <geuyfgwyuefuwegfyuwegyufgweyufgyuwegfywegfuy>
[/quote]

0 <jajsjdmdjsmamajsjsjsj>
[/quote]

-1 <ehuifhwuiheuifhwuiehfuiwehiufhiuwehifuhwe>
[/quote]

-2 <jajdjdjsjsjsjsjsjsjsjjwwjwuusjs hey therrererere>
[/quote]

-3 <heiuwhuhefihweufhiuwehfuhweufhwiuehfiu>
[/quote]

-4 <I wonder how far it will gooooo>
[/quote]

-5  <idk man you tell me>
[/quote]

-6 <hmmm I wonder if it will glitch after a while>
<why is it italicizes>
[/quote]

-7 <hmm it would be intresting also it doesnt only in editor>
[/quote]

-8 <yeah I just noticed hmm the editor can be super weird sometimes>
[/quote]

-9 <yeah i noticed that AGES ago>
[/quote]

-10 <same I thought it was a bug just for me or something hey look we are at double digits>
[/quote]

-11 <oh yeah we are cool also youre from two thousand and fifteen too cool i cant use numbers in this lol>
[/quote]

-12 <your from two thousand fifteen as well woooah awesome our one thousandth days on the Forum are coming real soon>
[/quote]

-13 <oof thats awesome lol i was ten when i joined thats such a long time ago lmao>
[/quote]

-14 <I was thirteen when I joined I am turning sixteen in a weekem yay the old days on the Forum were pretty chill>
[/quote]

-15 <oof im turning thirteen soon im so much younger than you also yeah the old forums were alot more fun tbh idk>
[/quote]

-16 <hehe woah thats pretty awesome sausages being a teenager is super fun and yeah the olden days of the Forum were pretty slick I really dont like Xse and the bullies>
[/quote]

-17 <i never had to meet any bullies so thats cool anyway remember those partys we used to have they were so much fun>
[/quote]

-18 <remember the first Super Bowl forum party we had to ask Liza if it was ok and it was pretty awesome haha the good ol days>
[/quote]

-19 <yeah the forums were my childhood for like a yeah it was amazing>
[/quote]

-20 <idk what id do if there wasnt a forum idk I would probably be real bored there is so many cool things on the forum> <I feel like the posto is gonna glitch out after a while>
[/quote]

-21 <ikr i feel the same> <also yeah at some point this is gonna maybe glitch out>
[/quote]

-22 <I made a folder to check what would happen and basically the quotes go offscreen nothing else oh well>
[/quote]

-23 <yeah i saw kinda wished something more interesting would happen>
[/quote]

-24 <hehe right hehe ive been breaking the Forum a lot recently im just testing around for bugs>
[/quote]

-25 <yeah guess it would be good to find and report them on the discorse meta forums also discorse and discord are so similar i sometimes get them confused>
[/quote]

-26 <whats discord idk yeah Ive been reporting a lot of glitches to discourse> <did you see the Forum nuking and when I destroyed the layout of the latest section>
[/quote]

-27 <what you did how> <discord is like skype but wayyyy better and centered around gaming im on it ALOT>
[/quote]

-28 <ah ok> <ill send over a link I made a topic> <I reported them to discourse however and they fixed them oh well> <but I did invent a cool text overlapping glitchy and niemyou can make glitchmoticons>
[/quote]

-29 <oh well cool anyway hows your day been>
[/quote]

-30 <pretty good im a little tired but im pretty happy it is the weekend now I can code some stuff and draw and thingos how about you>",2,12,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4844,2018-02-03 08:34:45 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,"I know, right 
THT is interesting 🤔🤔🤔 idk",2,1,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4846,2018-02-03 08:35:27 UTC
ytlaS sI remaG ynnoJ (JonnyGamer's maybe first general topic) Da spam liking sessiono - where nukes are made and dreams are killed hehehehehehhehehehehehehehehhe esperanto estas tiel granda ĉi tio estas amuza - I eat you alive （Jonny is amazing),"Collabs, Requests & Competitions",-,No,"Haha lol, most of the postos in here are me trying to find bugs


[spoiler]
[details=Open this folder to make JonnyGamer go to sleep]
Cheater
[/details]
[/spoiler]",1,1,https://forum.gethopscotch.com/t/ytlas-si-remag-ynnoj-jonnygamers-maybe-first-general-topic-da-spam-liking-sessiono-where-nukes-are-made-and-dreams-are-killed-hehehehehehhehehehehehehehehhe-esperanto-estas-tiel-granda-ci-tio-estas-amuza-i-eat-you-alive-jonny-is-amazing/35103/4852,2018-02-03 08:37:24 UTC
